faixa_idade,genero,raca,regiao,escolaridade,situacao_trabalho,cargo,nivel,salario,tempo_experiencia_dados,tempo_experiencia_ti,satisfacao,salario_num,latitude,longitude
35-39,Feminino,Branca,Sudeste,Pós-graduação,Empregado (CLT),Analista de Dados,Sênior,de R$ 8.001/mês a R$ 12.000/mês,Mais de 10 anos,de 3 a 4 anos,True,10000,-20.0,-44.0
35-39,Masculino,Branca,Sul,Graduação/Bacharelado,Empregado (CLT),Engenheiro de Dados,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 3 a 4 anos,Mais de 10 anos,True,14000,-27.0,-51.0
35-39,Masculino,Branca,Sul,Graduação/Bacharelado,Empregado (CLT),Arquiteto de Dados,Sênior,de R$ 16.001/mês a R$ 20.000/mês,Mais de 10 anos,Mais de 10 anos,False,18000,-27.0,-51.0
40-44,Masculino,Branca,Sul,Graduação/Bacharelado,Empregado (CLT),Engenheiro de Dados,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Mais de 10 anos,True,10000,-27.0,-51.0
40-44,Masculino,Branca,Sudeste,Pós-graduação,Empregado (CLT),Analista de Dados,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 7 a 10 anos,de 7 a 10 anos,False,14000,-20.0,-44.0
40-44,Masculino,Branca,Sul,Graduação/Bacharelado,Empregado (CLT),Analista de BI,Júnior,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,de 3 a 4 anos,False,3500,-27.0,-51.0
40-44,Masculino,Preta,Sudeste,Pós-graduação,Empregado (CLT),Analista de Dados,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,False,5000,-20.0,-44.0
40-44,Masculino,Branca,Centro-oeste,Pós-graduação,Empregado (CLT),Engenheiro de Dados,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 5 a 6 anos,de 3 a 4 anos,False,14000,-15.0,-52.0
40-44,Feminino,Prefiro não informar,Centro-oeste,Estudante de Graduação,Empregado (CLT),Analista de Negócios,Sênior,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,7000,-15.0,-52.0
40-44,Masculino,Branca,Sudeste,Pós-graduação,Empregado (CLT),Engenheiro de Dados,Sênior,de R$ 12.001/mês a R$ 16.000/mês,Mais de 10 anos,de 5 a 6 anos,True,14000,-20.0,-44.0
40-44,Masculino,Branca,Sudeste,Pós-graduação,Empregado (CLT),Engenheiro de Dados,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,10000,-20.0,-44.0
40-44,Masculino,Branca,Sudeste,Pós-graduação,Empregado (CLT),Analista de BI,Pleno,de R$ 4.001/mês a R$ 6.000/mês,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,5000,-20.0,-44.0
40-44,Masculino,Branca,Sudeste,Doutorado ou Phd,Empregado (CLT),Professor/Pesquisador,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,False,10000,-20.0,-44.0
40-44,Masculino,Branca,Sudeste,Pós-graduação,Empregado (CLT),Product Manager,Sênior,de R$ 12.001/mês a R$ 16.000/mês,Menos de 1 ano,Mais de 10 anos,False,14000,-20.0,-44.0
40-44,Masculino,Parda,Sudeste,Doutorado ou Phd,Empregado (CLT),Cientista de Dados,Sênior,de R$ 25.001/mês a R$ 30.000/mês,de 7 a 10 anos,de 1 a 2 anos,True,27500,-20.0,-44.0
40-44,Masculino,Branca,Sudeste,Graduação/Bacharelado,Empregado (CLT),Outro,Sênior,de R$ 2.001/mês a R$ 3.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,2500,-20.0,-44.0
40-44,Prefiro não informar,Branca,Sudeste,Pós-graduação,Empregado (CLT),Engenheiro de Dados,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,de 1 a 2 anos,True,7000,-20.0,-44.0
40-44,Masculino,Branca,Sudeste,Pós-graduação,Vivo no Brasil e trabalho remoto para empresa de fora do Brasil,Analytics Engineer,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 5 a 6 anos,de 1 a 2 anos,True,5000,-20.0,-44.0
40-44,Masculino,Branca,Sudeste,Pós-graduação,Empregado (CLT),Analista de Dados,Sênior,de R$ 12.001/mês a R$ 16.000/mês,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,14000,-20.0,-44.0
40-44,Masculino,Branca,Sudeste,Pós-graduação,Empregado (CLT),Engenheiro de Dados,Sênior,de R$ 16.001/mês a R$ 20.000/mês,de 7 a 10 anos,de 7 a 10 anos,False,18000,-20.0,-44.0
40-44,Masculino,Branca,Nordeste,Mestrado,Servidor Público,Cientista de Dados,Júnior,de R$ 20.001/mês a R$ 25.000/mês,Menos de 1 ano,Mais de 10 anos,True,22500,-8.0,-38.0
40-44,Feminino,Branca,Sudeste,Doutorado ou Phd,Servidor Público,Professor/Pesquisador,Pleno,de R$ 8.001/mês a R$ 12.000/mês,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,False,10000,-20.0,-44.0
40-44,Masculino,Parda,,Mestrado,Vivo fora do Brasil e trabalho para empresa de fora do Brasil,Engenheiro de Dados,Sênior,de R$ 30.001/mês a R$ 40.000/mês,de 5 a 6 anos,de 7 a 10 anos,True,35000,,
40-44,Masculino,Branca,Sudeste,Mestrado,Vivo no Brasil e trabalho remoto para empresa de fora do Brasil,Engenheiro de Dados,Sênior,de R$ 25.001/mês a R$ 30.000/mês,de 5 a 6 anos,de 5 a 6 anos,False,27500,-20.0,-44.0
40-44,Masculino,Branca,Sudeste,Mestrado,Empregado (CLT),Eng. Machine Learning,Sênior,de R$ 30.001/mês a R$ 40.000/mês,Mais de 10 anos,Mais de 10 anos,True,35000,-20.0,-44.0
40-44,Feminino,Parda,Sul,Graduação/Bacharelado,Empregado (CLT),Analista de Dados,Júnior,de R$ 4.001/mês a R$ 6.000/mês,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,5000,-27.0,-51.0
40-44,Masculino,Prefiro não informar,Nordeste,Pós-graduação,Empregado (CLT),Engenheiro de Dados,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 5 a 6 anos,Mais de 10 anos,True,10000,-8.0,-38.0
40-44,Masculino,Branca,Sul,Pós-graduação,Empregado (CLT),Eng. Machine Learning,Sênior,de R$ 25.001/mês a R$ 30.000/mês,de 5 a 6 anos,Mais de 10 anos,True,27500,-27.0,-51.0
40-44,Masculino,Parda,Centro-oeste,Graduação/Bacharelado,Empregado (CLT),Cientista de Dados,Sênior,de R$ 8.001/mês a R$ 12.000/mês,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,10000,-15.0,-52.0
40-44,Masculino,Preta,Sudeste,Pós-graduação,Empregado (CLT),Analista de Suporte,Sênior,de R$ 16.001/mês a R$ 20.000/mês,Menos de 1 ano,Mais de 10 anos,False,18000,-20.0,-44.0
40-44,Masculino,Branca,Sudeste,Pós-graduação,Empregado (CLT),Analista de Dados,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 7 a 10 anos,Mais de 10 anos,True,10000,-20.0,-44.0
40-44,Masculino,Branca,Nordeste,Graduação/Bacharelado,Empregado (CLT),Cientista de Dados,Júnior,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,7000,-8.0,-38.0
40-44,Masculino,Parda,Nordeste,Pós-graduação,Empregado (CLT),Engenheiro de Dados,Sênior,de R$ 12.001/mês a R$ 16.000/mês,Mais de 10 anos,de 3 a 4 anos,True,14000,-8.0,-38.0
40-44,Masculino,Parda,Sul,Graduação/Bacharelado,Empregado (CLT),Analista de Dados,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,5000,-27.0,-51.0
40-44,Masculino,Branca,,Doutorado ou Phd,Vivo fora do Brasil e trabalho para empresa de fora do Brasil,Cientista de Dados,Sênior,de R$ 20.001/mês a R$ 25.000/mês,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,False,22500,,
40-44,Masculino,Parda,Sudeste,Pós-graduação,Empregado (CLT),Analista de BI,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,de 5 a 6 anos,True,5000,-20.0,-44.0
40-44,Masculino,Branca,Sul,Pós-graduação,Vivo fora do Brasil e trabalho para empresa de fora do Brasil,Outro,Sênior,de R$ 30.001/mês a R$ 40.000/mês,de 1 a 2 anos,de 3 a 4 anos,False,35000,-27.0,-51.0
40-44,Masculino,Branca,Nordeste,Pós-graduação,Empregado (CLT),Analista de Suporte,Pleno,de R$ 3.001/mês a R$ 4.000/mês,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,False,3500,-8.0,-38.0
40-44,Masculino,Branca,,Mestrado,Vivo fora do Brasil e trabalho para empresa de fora do Brasil,Engenheiro de Dados,Sênior,Acima de R$ 40.001/mês,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,45000,,
40-44,Masculino,Branca,Sudeste,Mestrado,Empregado (CLT),Analista de Dados,Pleno,de R$ 12.001/mês a R$ 16.000/mês,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,14000,-20.0,-44.0
40-44,Feminino,Branca,Sudeste,Pós-graduação,Empregado (CLT),Engenheiro de Dados,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,de 1 a 2 anos,True,7000,-20.0,-44.0
40-44,Masculino,Parda,Sudeste,Pós-graduação,Empregado (CLT),Engenheiro de Dados,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Mais de 10 anos,True,10000,-20.0,-44.0
40-44,Feminino,Branca,Sudeste,Doutorado ou Phd,Empregado (CLT),Cientista de Dados,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,10000,-20.0,-44.0
40-44,Feminino,Branca,Sudeste,Graduação/Bacharelado,Empregado (CLT),Analista de Negócios,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,7000,-20.0,-44.0
40-44,Prefiro não informar,Branca,Nordeste,Mestrado,Empregado (CLT),Cientista de Dados,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 7 a 10 anos,de 3 a 4 anos,False,10000,-8.0,-38.0
40-44,Masculino,Parda,Sudeste,Graduação/Bacharelado,Empregado (CLT),Outro,Sênior,de R$ 16.001/mês a R$ 20.000/mês,Mais de 10 anos,de 5 a 6 anos,True,18000,-20.0,-44.0
40-44,Masculino,Branca,Sudeste,Graduação/Bacharelado,Empregado (CLT),Outro,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 5 a 6 anos,de 7 a 10 anos,True,10000,-20.0,-44.0
40-44,Feminino,Branca,Sudeste,Doutorado ou Phd,Vivo no Brasil e trabalho remoto para empresa de fora do Brasil,Analista de Dados,Sênior,Acima de R$ 40.001/mês,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,False,45000,-20.0,-44.0
40-44,Masculino,Branca,Sudeste,Pós-graduação,Empreendedor ou Empregado (CNPJ),Cientista de Dados,Pleno,de R$ 12.001/mês a R$ 16.000/mês,de 1 a 2 anos,de 1 a 2 anos,False,14000,-20.0,-44.0
40-44,Masculino,Parda,Nordeste,Graduação/Bacharelado,Empregado (CLT),Outro,Sênior,de R$ 2.001/mês a R$ 3.000/mês,de 1 a 2 anos,de 3 a 4 anos,False,2500,-8.0,-38.0
40-44,Masculino,Parda,Nordeste,Pós-graduação,Empregado (CLT),Engenheiro de Dados,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 5 a 6 anos,Mais de 10 anos,False,10000,-8.0,-38.0
40-44,Feminino,Branca,Sudeste,Pós-graduação,Freelancer,Outro,Júnior,Menos de R$ 1.000/mês,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,False,500,-20.0,-44.0
40-44,Masculino,Parda,Sudeste,Graduação/Bacharelado,Empreendedor ou Empregado (CNPJ),Analista de BI,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 5 a 6 anos,Menos de 1 ano,True,10000,-20.0,-44.0
40-44,Feminino,Parda,Sudeste,Pós-graduação,Empregado (CLT),Analista de BI,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,5000,-20.0,-44.0
40-44,Masculino,Branca,Sul,Pós-graduação,Empregado (CLT),Arquiteto de Dados,Pleno,de R$ 12.001/mês a R$ 16.000/mês,de 3 a 4 anos,de 1 a 2 anos,True,14000,-27.0,-51.0
40-44,Feminino,Preta,Sudeste,Pós-graduação,Empregado (CLT),Arquiteto de Dados,Sênior,de R$ 12.001/mês a R$ 16.000/mês,Mais de 10 anos,Mais de 10 anos,True,14000,-20.0,-44.0
40-44,Masculino,Branca,Sudeste,Pós-graduação,Empregado (CLT),Analista de Dados,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,10000,-20.0,-44.0
40-44,Masculino,Branca,Sul,Pós-graduação,Empregado (CLT),Engenheiro de Dados,Sênior,de R$ 12.001/mês a R$ 16.000/mês,Mais de 10 anos,Mais de 10 anos,True,14000,-27.0,-51.0
40-44,Masculino,Branca,Sudeste,Pós-graduação,Empregado (CLT),Engenheiro de Dados,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,False,10000,-20.0,-44.0
40-44,Masculino,Branca,Centro-oeste,Pós-graduação,Empregado (CLT),Analista de Dados,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 7 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,False,10000,-15.0,-52.0
40-44,Masculino,Branca,Sudeste,Pós-graduação,Empregado (CLT),Cientista de Dados,Pleno,de R$ 16.001/mês a R$ 20.000/mês,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,18000,-20.0,-44.0
40-44,Feminino,Preta,Sudeste,Pós-graduação,Empregado (CLT),Analytics Engineer,Sênior,de R$ 12.001/mês a R$ 16.000/mês,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,14000,-20.0,-44.0
40-44,Masculino,Branca,Sul,Doutorado ou Phd,Empregado (CLT),Cientista de Dados,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,10000,-27.0,-51.0
40-44,Masculino,Parda,Sudeste,Pós-graduação,Empreendedor ou Empregado (CNPJ),Analista de Dados,Pleno,de R$ 6.001/mês a R$ 8.000/mês,Menos de 1 ano,Menos de 1 ano,False,7000,-20.0,-44.0
40-44,Masculino,Branca,Nordeste,Pós-graduação,Empregado (CLT),Desenvolvedor,Júnior,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,Menos de 1 ano,True,10000,-8.0,-38.0
40-44,Masculino,Branca,Sul,Pós-graduação,Empregado (CLT),Analista de BI,Júnior,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,de 1 a 2 anos,True,7000,-27.0,-51.0
40-44,Masculino,Branca,Sudeste,Mestrado,Empregado (CLT),Engenheiro de Dados,Sênior,de R$ 6.001/mês a R$ 8.000/mês,de 7 a 10 anos,Mais de 10 anos,False,7000,-20.0,-44.0
40-44,Masculino,Branca,Norte,Doutorado ou Phd,Empregado (CLT),Cientista de Dados,Sênior,de R$ 25.001/mês a R$ 30.000/mês,Mais de 10 anos,Mais de 10 anos,True,27500,-5.0,-60.0
40-44,Masculino,Parda,Sudeste,Pós-graduação,Empregado (CLT),Cientista de Dados,Júnior,de R$ 8.001/mês a R$ 12.000/mês,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,False,10000,-20.0,-44.0
40-44,Feminino,Branca,Sudeste,Graduação/Bacharelado,Empreendedor ou Empregado (CNPJ),Analista de Dados,Sênior,de R$ 16.001/mês a R$ 20.000/mês,de 3 a 4 anos,Mais de 10 anos,True,18000,-20.0,-44.0
40-44,Masculino,Parda,Nordeste,Graduação/Bacharelado,Vivo no Brasil e trabalho remoto para empresa de fora do Brasil,Eng. Machine Learning,Sênior,Acima de R$ 40.001/mês,de 3 a 4 anos,Mais de 10 anos,True,45000,-8.0,-38.0
40-44,Feminino,Branca,Sul,Doutorado ou Phd,Empregado (CLT),Analytics Engineer,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Menos de 1 ano,True,7000,-27.0,-51.0
40-44,Masculino,Branca,Sul,Pós-graduação,Empregado (CLT),Cientista de Dados,Sênior,de R$ 20.001/mês a R$ 25.000/mês,de 7 a 10 anos,Menos de 1 ano,True,22500,-27.0,-51.0
40-44,Masculino,Branca,Sudeste,Pós-graduação,Empregado (CLT),Analista de BI,Sênior,de R$ 8.001/mês a R$ 12.000/mês,Mais de 10 anos,Mais de 10 anos,True,10000,-20.0,-44.0
40-44,Masculino,Branca,Sudeste,Estudante de Graduação,Estagiário,Cientista de Dados,Júnior,de R$ 1.001/mês a R$ 2.000/mês,de 1 a 2 anos,de 3 a 4 anos,True,1500,-20.0,-44.0
40-44,Masculino,Branca,Centro-oeste,Pós-graduação,Empregado (CLT),Desenvolvedor,Sênior,de R$ 6.001/mês a R$ 8.000/mês,Mais de 10 anos,Mais de 10 anos,False,7000,-15.0,-52.0
40-44,Masculino,Preta,Sudeste,Pós-graduação,Empregado (CLT),Cientista de Dados,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 7 a 10 anos,de 1 a 2 anos,False,10000,-20.0,-44.0
40-44,Masculino,Branca,Norte,Pós-graduação,Empregado (CLT),Cientista de Dados,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,de 1 a 2 anos,False,10000,-5.0,-60.0
40-44,Masculino,Branca,Sudeste,Pós-graduação,Empregado (CLT),Analista de Dados,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,14000,-20.0,-44.0
40-44,Masculino,Branca,Sudeste,Graduação/Bacharelado,Empregado (CLT),Analytics Engineer,Sênior,de R$ 16.001/mês a R$ 20.000/mês,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,18000,-20.0,-44.0
40-44,Masculino,Branca,Sul,Graduação/Bacharelado,Empregado (CLT),Analytics Engineer,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 5 a 6 anos,de 3 a 4 anos,True,10000,-27.0,-51.0
40-44,Feminino,Branca,Sudeste,Pós-graduação,Empregado (CLT),Analista de Negócios,Sênior,de R$ 8.001/mês a R$ 12.000/mês,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,10000,-20.0,-44.0
40-44,Masculino,Branca,Nordeste,Mestrado,Empregado (CLT),Cientista de Dados,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 7 a 10 anos,de 7 a 10 anos,True,14000,-8.0,-38.0
40-44,Feminino,Branca,Sul,Pós-graduação,Empregado (CLT),Analista de Dados,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,7000,-27.0,-51.0
40-44,Masculino,Branca,Sudeste,Pós-graduação,Empregado (CLT),Product Manager,Sênior,de R$ 8.001/mês a R$ 12.000/mês,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,False,10000,-20.0,-44.0
40-44,Feminino,Branca,Sudeste,Pós-graduação,Vivo no Brasil e trabalho remoto para empresa de fora do Brasil,Outro,Sênior,de R$ 16.001/mês a R$ 20.000/mês,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,False,18000,-20.0,-44.0
40-44,Masculino,Parda,Sudeste,Pós-graduação,Empregado (CLT),Outro,Sênior,Acima de R$ 40.001/mês,de 7 a 10 anos,de 5 a 6 anos,True,45000,-20.0,-44.0
40-44,Masculino,Branca,Sudeste,Estudante de Graduação,Empregado (CLT),Analista de BI,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,Mais de 10 anos,False,7000,-20.0,-44.0
40-44,Masculino,Branca,Norte,Pós-graduação,Servidor Público,Engenheiro de Dados,Sênior,de R$ 30.001/mês a R$ 40.000/mês,de 5 a 6 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,False,35000,-5.0,-60.0
40-44,Masculino,Branca,Sudeste,Pós-graduação,Empregado (CLT),Analista de BI,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 3 a 4 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,True,14000,-20.0,-44.0
40-44,Masculino,Parda,Sudeste,Pós-graduação,Empregado (CLT),Analista de BI,Sênior,de R$ 8.001/mês a R$ 12.000/mês,Mais de 10 anos,Menos de 1 ano,False,10000,-20.0,-44.0
40-44,Masculino,Branca,Sudeste,Pós-graduação,Empregado (CLT),Analista de Dados,Sênior,de R$ 12.001/mês a R$ 16.000/mês,Mais de 10 anos,de 3 a 4 anos,True,14000,-20.0,-44.0
40-44,Feminino,Branca,Sudeste,Graduação/Bacharelado,Empregado (CLT),Analista de Suporte,Sênior,de R$ 6.001/mês a R$ 8.000/mês,de 7 a 10 anos,de 5 a 6 anos,False,7000,-20.0,-44.0
